bedroom,bathroom,floors,parking,location,dhur,Aana,Paisa,Daam,roadsize(feet),Road type,Years ago,Area(sq ft),Price
4,5,3,1,"Na, Kapan, Kathmandu",3,,,,16,Gravelled,2,546.75,17000000
0,0,N/A,0,"Sultana-salauli road, Khairahani, Chitwan",0,2,0,,22,Gravelled,1,684.5,14000000
0,0,N/A,0,"Sitapaila, Sitapaila, Kathmandu",0,3,2,0,0,Soil Stabilized,1,1197.87,10000000
4,6,3,2,"N, Budhanilkantha, Kathmandu",7,3,,,20,Blacktopped,1,2302.5,59000000
4,4,2.5,0,"Nearby of Medicity Hospital, Nakkhu, Lalitpur",4,2,,,14,Gravelled,2,1413.5,25500000
0,0,N/A,0,"bishalnagar, Bishal Nagar, Kathmandu",0,6,1,0,14,Soil Stabilized,1,2139.06,60000000
7,6,3,1,"tokha, Tokha, Kathmandu",0,5,2,0,18,Soil Stabilized,1,1882.37,25000000
3,1,N/A,1,"Kadaghari, Kadaghari, Kathmandu",0,4,0,0,10,Soil Stabilized,0.75,1369,11300000
2,1,1.5,1,"nearby Pawan prakriti school., Imadol, Lalitpur",0,3,0,0,13,Gravelled,2,1026.75,12000000
2,2,N/A,1,"Shankhamul, Patan, Lalitpur",0,2,3,1,13,Soil Stabilized,2,962.57,17600000
6,6,3,1,"Na, Budhanilkantha, Kathmandu",3,1,,,18,Blacktopped,2,889,22500000
6,3,3,1,"Dhalpa-4 ( Sital Basti), Kirtipur, Kathmandu",0,3,3,,12,Gravelled,1,1283.43,17000000
0,0,N/A,0,"Ram Bazar, Ram Bazar, Pokhara",5,,,,20,Gravelled,2,911.25,25000000
8,7,4,8,"Janakinagar, Nepathya College (RR Path), Butwal, Butwal",15,,,,20,Soil Stabilized,1,2733.75,39000000
10,0,3,0,"Budhanilkantha, Budhanilkantha, Kathmandu",5,,,,15,Blacktopped,2,911.25,22000000
4,4,3,1,"Sital Height, Imadol, Lalitpur",0,3,0,0,13,Gravelled,2,1026.75,23500000
0,0,N/A,0,"Mulpani, Mulpani, Kathmandu",0,5,0,0,16,Soil Stabilized,0.666666667,1711.25,28000000
5,4,2.5,1,"Krishna Mandir, Imadol, Lalitpur",0,3,2,0,13,Blacktopped,1,1197.87,28700000
4,3,3,2,"Thaiba, Lalitpur, Thaiba, Lalitpur",0,3,0,2,20,Gravelled,1,1069.53,17000000
5,5,3,2,"Na, Swayambhu, Kathmandu",7,,,,14,Paved,2,1275.75,39000000
4,3,2.5,1,"Sital Height, Imadol, Lalitpur",0,3,1,2,13,Gravelled,2,1155.09,17000000
0,0,N/A,0,"MilanchowkKapan, Kapan, Kathmandu",0,3,0,0,0,Soil Stabilized,0.916666667,1026.75,12500000
3,3,2,1,"New Colony, Budhanilkantha, Budhanilkantha, Kathmandu",0,4,5,0,18,Soil Stabilized,2,1796.8,28500000
4,4,2.5,1,"Imadol, Mahalaxmi-05, Imadol, Lalitpur",0,3,2,0,13,Gravelled,1,1197.87,23500000
4,4,3,2,"Wasa hiti, Thaiba, Lalitpur",0,4,0,1,13,Gravelled,2,1390.39,19000000
5,5,3,1,"Sundarbasti, Bhangal, Kathmandu",3,5,,,13,Gravelled,2,2258,21500000
0,0,3,0,"Narayantar, Jorpati, Kathmandu",4,,,,15,Blacktopped,2,729,24000000
5,3,3,3,"Sanobharyang, Sanobharyang, Kathmandu",0,3,1,0,14,Blacktopped,1,1112.31,23000000
0,0,N/A,0,"Nakkhhipot, Nakkhu, Lalitpur",0,3,1,0,13,Soil Stabilized,0.75,1112.31,8500000
4,3,2.5,1,"Sanagaun height, Imadol, Lalitpur",0,3,2,0,20,Gravelled,2,1197.87,19500000
0,0,N/A,0,"Akashedhara, Kapan, Kathmandu",0,4,2,0,0,Soil Stabilized,1,1540.12,22500000
0,0,N/A,0,"House sale in Samakhushi, Samakhusi, Kathmandu",0,4,3,0,20,Soil Stabilized,1,1625.68,26000000
3,3,3,0,"Basundhara, Basundhara, Kathmandu",3,5,,,12,Soil Stabilized,2,2258,26000000
5,3,3,1,"Imadol, Imadol, Lalitpur",3,,,,12,Gravelled,1,546.75,16000000
0,0,3,0,"Balkhu, Balkhu, Kathmandu",4,,,,12,Blacktopped,2,729,41000000
0,0,N/A,0,"Namuna Park, Boudha, Kathmandu",0,4,0,0,20,Soil Stabilized,0.75,1369,33000000
0,3,N/A,1,"Na, Baluwatar, Kathmandu",2,5,,,12,Blacktopped,1,2075.75,22000000
0,0,2.5,0,"Sallaghari, Sallaghari, Bhaktapur",0,3,0,0,20,Blacktopped,1,1026.75,23000000
3,5,3,1,"Bhaisepati, Bhaisepati, Lalitpur",0,4,2,0,18,Blacktopped,2,1540.12,28500000
8,0,3,0,"Dhunge Dhara, Radha Krisna Mandir, Banasthali, Kathmandu",0,3,0,2,10,Blacktopped,2,1069.53,19000000
2,1,1,1,"Nagpokhari road, Tarkeshwor, Kathmandu",3,1,0,,0,Soil Stabilized,2,889,13000000
2,1,1.5,1,"Boje Pokhari, Imadol, Lalitpur",0,3,0,3,10,Gravelled,2,1090.92,12700000
2,1,N/A,1,"Chunikhel, 13 Budhanilkantha, Budhanilkantha, Kathmandu",0,3,1,,13,Soil Stabilized,0.583333333,1112.31,16000000
0,0,N/A,0,"House sale in Gongabu, Gongabu, Kathmandu",0,4,2,0,10,Soil Stabilized,1,1540.12,22500000
6,3,N/A,3,"Dhapasi Height, Dhapasi, Kathmandu",0,4,0,0,13,Paved,1,1369,24500000
0,0,N/A,0,"Kirtipur, Kirtipur, Kathmandu",0,2,1,0,0,Soil Stabilized,0.916666667,770.06,7000000
6,3,2.5,2,"Basundhara, Basundhara, Kathmandu",0,5,2,0,15,Gravelled,0.333333333,1882.37,32500000
6,3,N/A,1,"3km far from Satungal chowk, Matatirtha, Kathmandu",0,5,0,0,12,Soil Stabilized,1,1711.25,20000000
5,6,3,3,"Na, Dhapasi, Kathmandu",8,,,,22,Blacktopped,2,1458,65000000
7,4,3,4,"Kalanki, Kalanki, Kathmandu",6,1,,,14,Soil Stabilized,3,1435.75,38000000
0,0,3,4,"House, Kapan, Kathmandu",4,,,,12,Gravelled,1,729,27000000
6,5,3,1,"na, Swayambhu, Kathmandu",3,,,,13,Paved,2,546.75,23500000
0,0,N/A,0,"Paiyatar, Kapan, Kathmandu",0,3,0,0,0,Soil Stabilized,0.666666667,1026.75,11500000
2,1,1.5,2,"Birendrachwok, Planning, Kadaghari, Kathmandu",0,4,0,0,20,Gravelled,2,1369,15500000
5,3,3,0,"Imadol, Imadol, Lalitpur",0,3,2,0,13,Gravelled,2,1197.87,19500000
6,3,2,2,"New colony, Sukedhara, Kathmandu",3,,,,14,Blacktopped,2,546.75,21000000
8,3,4,1,"Chundevi, Chundevi, Kathmandu",4,,,,14,Gravelled,2,729,31000000
9,5,4,1,"Balkumari, Patan, Lalitpur",0,3,3,0,13,Soil Stabilized,1,1283.43,28000000
4,4,3,1,"Sital Height, Imadol, Lalitpur",0,3,2,2,13,Gravelled,2,1240.65,32500000
0,0,N/A,0,"Matatirtha, Matatirtha, Kathmandu",0,3,0,0,22,Soil Stabilized,0.666666667,1026.75,13500000
2,1,1.5,1,"Panityanki, Tikathali, Lalitpur",0,3,0,0,13,Gravelled,2,1026.75,11000000
0,0,N/A,0,"Dhaneswor, Damak, Jhapa",3,,,,1,Soil Stabilized,2,546.75,5500000
3,2,2,3,"Tikathali, Tikathali, Lalitpur",0,4,0,0,13,Gravelled,2,1369,17000000
0,0,2.5,0,"Sukedhara Chowk, Sukedhara, Kathmandu",4,,,,20,Blacktopped,2,729,42000000
5,7,4,4,"Na, Gairidhara, Kathmandu",5,,,,15,Paved,1,911.25,53500000
7,5,4,1,"Balaju, Balaju, Kathmandu",3,,,,13,Soil Stabilized,2,546.75,25000000
0,0,N/A,0,"Nearby, Police Station, Kalimati, Kathmandu",0,1,3,0,9,Blacktopped,2,598.93,25000000
5,4,N/A,0,"Nearby, Talimkendra, Bhaisepati, Lalitpur",4,,,,13,Blacktopped,2,729,26000000
3,4,2,4,"Thulo Bharyang, Thulo Bharyang, Kathmandu",0,6,25,0,20,Soil Stabilized,3,4192.5,70000000
5,5,3,2,"na, Ekatabasti, Kathmandu",5,5,,,13,Blacktopped,2,2622.5,36000000
2,1,1,1,"Nearby Cozy Homes, Imadol, Lalitpur",0,3,0,0,20,Gravelled,2,1026.75,12500000
2,1,1.5,1,"Opposite of Buddha Party Palace, Imadol, Lalitpur",0,3,0,0,13,Gravelled,1,1026.75,12500000
4,2,N/A,1,"124, Balkot, Bhaktapur",3,,,,13,Gravelled,2,546.75,15500000
4,4,2.5,1,"Sanagaun Height, Imadol, Lalitpur",0,3,1,1,20,Gravelled,1,1133.7,19000000
0,0,N/A,0,"Narayantar, Jorpati, Kathmandu",0,2,0,0,13,Soil Stabilized,0.916666667,684.5,18000000
0,0,N/A,0,"Boudha, Kathmandu, Boudha, Kathmandu",0,5,0,0,13,Blacktopped,1,1711.25,28000000
7,5,3,2,"kalanki, Syuchatar, Kathmandu",4,,,,13,Gravelled,1,729,25000000
0,0,3,1,"Dhaneshwore, Baniyatar, Kathmandu",4,,,,14,Blacktopped,2,729,26500000
9,4,N/A,0,"Baniyatar, Baniyatar, Kathmandu",5,,,,10,Soil Stabilized,2,911.25,28500000
0,0,N/A,0,"dauradipo haiway, Thankot, Kathmandu",0,3,2,0,13,Blacktopped,2,1197.87,11500000
5,6,3,2,"Na, Samakhusi, Kathmandu",7,,,,14,Blacktopped,2,1275.75,55000000
6,3,2.5,1,"Imadol Swimming Pool, Imadol, Lalitpur",0,3,1,0,12,Gravelled,1,1112.31,19500000
4,5,2.5,1,"Nakkhu, Lalitpur, Nakkhu, Lalitpur",0,4,0,0,20,Gravelled,1,1369,29000000
0,0,N/A,0,"Budhanilkanth, Budhanilkantha, Kathmandu",0,5,0,0,13,Soil Stabilized,1,1711.25,38000000
0,4,N/A,0,"i ratopul, Maitidevi, Kathmandu",0,11,0,0,14,Blacktopped,1,3764.75,67500000
9,5,5,0,"House number 286, Dharmachakra Galli, Baghbazaar, Kathmandu",0,3,1,1,12,Gravelled,0.75,1133.7,35000000
0,0,N/A,0,"Budhanilkantha, Kathmandu, Budhanilkantha, Kathmandu",0,3,1,0,10,Soil Stabilized,1,1112.31,23000000
0,0,4,0,"Kapan, Kathmandu, Kapan, Kathmandu",0,5,0,0,20,Blacktopped,1,1711.25,45000000
6,6,3,2,"Bhangal, Bhangal, Kathmandu",4,5,,,20,Blacktopped,2,2440.25,28500000
6,6,6,1,"Na, Baluwatar, Kathmandu",5,1,,,13,Blacktopped,1,1253.5,55000000
0,0,N/A,0,"Banasthali banlo house sale, Baluwatar, Kathmandu",0,9,2,0,18,Gravelled,0.583333333,3251.37,70000000
0,0,N/A,0,"Na, Kapan, Kathmandu",4,,,,20,Blacktopped,1,729,27500000
5,5,3,3,"Na, Budhanilkantha, Kathmandu",8,,,,20,Blacktopped,2,1458,52500000
10,5,3,2,"Sankhamul budhanagar, Buddhanagar, Kathmandu",5,,,,16,Gravelled,1,911.25,56500000
3,2,2,0,"Sukedhara, Sukedhara, Kathmandu",3,1,,,24,Blacktopped,2,889,19000000
4,3,3,1,"Gardoi, Hetauda, Makwanpur",9,,,,19.68504,Gravelled,2,1640.25,15000000
7,6,3,2,"Sundar Basti Bhangal, Budhanilkantha, Kathmandu",5,,,,20,Blacktopped,2,911.25,29900000
0,0,N/A,0,"Shiva Chowk, Jorpati, Kathmandu",0,3,2,0,10,Soil Stabilized,0.75,1197.87,16000000
2,1,1,2,"Bhadrapur, Bhadrapur, Jhapa",2,,,,20,Soil Stabilized,1,364.5,6000000
6,3,2.5,2,"Kapan, Kathmandu, Kapan, Kathmandu",0,4,2,0,13,Gravelled,1,1540.12,27200000
0,0,3.5,2,"Om Shanti Chowk, Shantinagar, Kathmandu",0,3,2,0,14,Blacktopped,3,1197.87,45000000
4,2,1.5,1,"Green Village Society, Syuchatar, Kathmandu",0,4,3,0,18,Concrete,2,1625.68,16500000
0,0,N/A,0,"Rudreshwor Chowk Bus Stop, Budhanilkantha, Kathmandu",8,,,,15,Soil Stabilized,2,1458,45000000
0,0,N/A,0,"Sitapaila, Sitapaila, Kathmandu",0,2,2,0,14,Soil Stabilized,0.916666667,855.62,14200000
6,0,3,1,"Hariyali Samaz, Balaju, Kathmandu",0,3,0,0,12,Blacktopped,1,1026.75,15500000
4,3,3,2,"imadol -4 lalitpur, Imadol, Lalitpur",0,3,1,0,0,Blacktopped,2,1112.31,19000000
0,0,N/A,0,"Mandikatar, Kathmandu, Mandikatar, Kathmandu",0,8,0,0,20,Soil Stabilized,1,2738,55000000
5,4,3,3,"phutung -7, Tarkeshwor, Kathmandu",0,4,2,1,12,Soil Stabilized,0.833333333,1561.51,25000000
0,0,3,1,"Aashish marga, Birtamod Road, Itahari",16,,,,16,Blacktopped,1,2916,35000000
5,3,2.5,1,"Opposite of Green Hill City, Imadol, Lalitpur",0,3,1,0,20,Gravelled,1,1112.31,25000000
0,0,2,0,"kirtipur, Kirtipur, Kathmandu",1,5,,,12,Gravelled,1,1893.5,9500000
5,5,3,3,"NA, Budhanilkantha, Kathmandu",8,,,,13,Gravelled,1,1458,42500000
0,0,3,0,"Basundhara, Basundhara, Kathmandu",6,,,,12,Soil Stabilized,2,1093.5,30000000
0,3,3,2,"Sukedhara, Budhanilkantha, Kathmandu",4,1,,,13,Blacktopped,2,1071.25,23500000
6,6,3,2,"Na, Pepsicola, Kathmandu",6,5,,,16,Blacktopped,2,2804.75,58500000
5,4,3,4,"Brindaban Colony, Sukedhara, Kathmandu",15,,,,13,Gravelled,2,2733.75,52500000
6,5,3,1,"Na, Bhangal, Kathmandu",3,5,,,20,Gravelled,2,2258,21500000
0,0,N/A,0,"Banasthali, Banasthali, Kathmandu",0,3,2,0,12,Soil Stabilized,1,1197.87,27500000
0,0,N/A,0,"Lamatar, Lamatar, Lalitpur",0,4,0,0,0,Soil Stabilized,0.916666667,1369,9700000
4,2,1.5,1,"Jagadol, Jorpati, Kathmandu, Nepal, Jorpati, Kathmandu",0,5,0,0,13,Soil Stabilized,0.416666667,1711.25,16800000
8,0,3,0,"Mantar Chowk, Gothatar, Kathmandu",0,2,2,0,13,Gravelled,2,855.62,14000000
0,0,2,0,"Dharan-13, Dharan, Dharan",16,,,,15,Blacktopped,2,2916,12500000
0,0,N/A,0,"Nayabasti, Jorpati, Kathmandu",0,2,3,0,0,Soil Stabilized,0.75,941.18,15000000
6,2,3,1,"Pasikot, Pasikot, Kathmandu",0,3,2,0,12,Soil Stabilized,2,1197.87,17500000
4,3,3,2,"SANGAM AWASH GATE NO 3, Lalitpur, Lalitpur",0,3,2,0,0,Blacktopped,1,1197.87,26000000
4,4,6,0,"Kamalachhi-Ason, Ason, Kathmandu",1,,,,5,Paved,0.166666667,182.25,38000000
0,0,N/A,0,"Bafal, Sitapaila, Kathmandu",0,4,0,0,20,Soil Stabilized,1,1369,14000000
4,3,N/A,1,"Near Little Angel School, Hattiban, Lalitpur",0,2,2,0,13,Blacktopped,1,855.62,19000000
5,5,3,3,"Na, Maharajgunj, Kathmandu",9,,,,20,Blacktopped,2,1640.25,67500000
0,0,N/A,0,"Sitapaila, Nagarjun, Kathmandu",0,4,1,0,22,Paved,1,1454.56,24000000
7,4,N/A,1,"nagarjuna -09, suichatar, in between gantabya driving centre and amar jyoti school, Kalanki, Kathmandu",4,,,,13,Soil Stabilized,1,729,25000000
9,0,3,0,"Basundhara, Basundhara, Kathmandu",3,5,,,12,Gravelled,2,2258,19800000
0,2,N/A,1,"27.722922886517, Boudha, Kathmandu",6,5,,,0,Soil Stabilized,0.583333333,2804.75,45000000
5,5,3,4,"NA, Dhapasi, Kathmandu",14,,,,20,Blacktopped,2,2551.5,66000000
9,4,4,0,"Sukedhara, Sukedhara, Kathmandu",6,3,,,12,Soil Stabilized,2,2120.25,34500000
0,0,N/A,0,"Dhumbarahi, Dhumbarahi, Kathmandu",0,7,1,1,10,Soil Stabilized,1,2502.7,65000000
0,0,N/A,0,"Faika chowk, Kapan, Kathmandu",0,2,2,0,10,Soil Stabilized,1,855.62,16500000
0,0,N/A,0,"Banlo house sale budhanilkantha, Budhanilkantha, Kathmandu",7,,,,15,Gravelled,0.75,1275.75,60000000
8,3,3,4,"Pasikot, Pasikot, Kathmandu",0,5,1,0,14,Soil Stabilized,1,1796.81,28000000
6,2,2,1,"Parasi 1 sanda, Nawalparasi, Nawalparasi",6,,,,0,Gravelled,0.916666667,1093.5,9000000
0,0,N/A,0,"Jarankhu, Balaju, Kathmandu",0,3,2,0,0,Soil Stabilized,0.75,1197.87,24500000
0,0,N/A,0,"Chabahil, Chabahil, Kathmandu",0,3,2,0,13,Soil Stabilized,0.75,1197.87,14000000
3,3,2.5,1,"Buddhanagar, Buddhanagar, Kathmandu",0,2,2,0,10,Paved,0.916666667,855.62,24500000
4,4,2.5,5,"Nakkhu, Nakkhu, Lalitpur",0,3,2,0,20,Gravelled,1,1197.87,26500000
3,1,1,0,"Nearby, Rangasala, Goldhunga, Kathmandu",2,5,,,10,Soil Stabilized,2,2075.75,6500000
0,0,N/A,0,"Tikathali, Tikathali, Lalitpur",0,3,3,0,13,Soil Stabilized,0.666666667,1283.43,14500000
0,0,N/A,0,"Sitapaila, Sitapaila, Kathmandu",0,4,0,0,3,Soil Stabilized,0.75,1369,10500000
6,5,3,1,"Na, Kapan, Kathmandu",4,,,,14,Blacktopped,2,729,26000000
4,4,3,2,"Sital Height, Imadol, Imadol, Lalitpur",0,3,2,0,13,Gravelled,0.666666667,1197.87,24500000
0,0,N/A,0,"Kirtipur, Kirtipur, Kathmandu",0,3,2,0,13,Soil Stabilized,0.75,1197.87,7500000
0,0,3,3,"Bhudanilkantha, Budhanilkantha, Kathmandu",0,6,3,0,20,Blacktopped,0.333333333,2310.18,66500000
0,0,N/A,0,"Butwal, Butwal, Butwal",12,,,,0,Soil Stabilized,0.916666667,2187,19000000
6,6,3,2,"Dahachowk, Khahare, Naikap, Kathmandu, Dahachowk, khahare, Kathmandu",0,5,1,0,14,Gravelled,0.5,1796.81,27000000
4,3,N/A,1,"imadol -4 lalitpur, Imadol, Lalitpur",3,5,,,0,Soil Stabilized,2,2258,19000000
7,4,2,1,"kalanki, Syuchatar, Kathmandu",4,,,,13,Gravelled,1,729,24500000
0,0,N/A,0,"Tarkeshwor, Tarkeshwor, Kathmandu",0,2,2,0,0,Soil Stabilized,0.916666667,855.62,11500000
6,4,3,4,"Dhapakhel Height, Dhapakhel, Lalitpur",0,2,2,0,13,Gravelled,0.416666667,855.62,19000000
0,0,N/A,0,"Baluwatar, Baluwatar, Kathmandu",8,,,,13,Blacktopped,2,1458,46000000
3,1,1,2,"Bharatpur, Bharatpur, Chitwan",5,,,,0,Soil Stabilized,0.75,911.25,2800000
5,4,2,1,"kalanki, Syuchatar, Kathmandu",3,5,,,16,Blacktopped,1,2258,21000000
0,0,N/A,0,"Balkot, Balkot, Bhaktapur",0,4,0,0,13,Soil Stabilized,0.666666667,1369,21500000
4,5,2.5,2,"Bhaisepati, Lalitpur, Bhaisepati, Lalitpur",0,3,2,1,20,Blacktopped,1,1219.26,24500000
0,0,N/A,0,"Lubhu, Lubhu, Lalitpur",0,4,2,0,0,Soil Stabilized,0.916666667,1540.12,22000000
4,5,3,1,"NA, Chappal Karkhana, Kathmandu",3,,,,13,Blacktopped,1,546.75,32000000
6,5,3,1,"Man, Bhangal, Kathmandu",3,1,,,12,Paved,2,889,19900000
6,6,N/A,1,"pasikot, Pasikot, Kathmandu",0,5,2,0,20,Soil Stabilized,2,1882.37,28500000
6,4,3,2,"Kalanki,kathmandu, Sitapaila, Kathmandu",4,,,,12,Paved,0.166666667,729,35500000
6,6,4,2,"Basundhara, Basundhara, Kathmandu",6,,,,15,Blacktopped,2,1093.5,42500000
0,0,N/A,0,"Kapan kharibot shantinagar, Budhanilkantha, Kathmandu",3,1,,,13,Blacktopped,1,889,13000000
4,4,N/A,1,"Sainbu, Bhaisepati, Lalitpur",0,5,1,0,20,Blacktopped,2,1796.81,34500000
0,0,N/A,0,"Kavresthali, Kavresthali, Kathmandu",0,5,2,0,13,Soil Stabilized,1,1882.37,16500000
7,3,2.5,2,"Sundar Tole, Makalbari, Kathmandu",0,4,1,1,10,Gravelled,2,1475.95,20000000
4,3,2.5,4,"Baniyatar, Baniyatar, Kathmandu",0,2,3,2,14,Gravelled,1,983.96,19000000
0,0,N/A,0,"Banepa, Banepa, Kavre",0,3,2,0,0,Soil Stabilized,0.916666667,1197.87,20000000
4,4,3,1,"Rudreshwor Chowk, Budhanilkantha, Kathmandu, Budhanilkantha, Kathmandu",0,8,0,0,20,Concrete,0.5,2738,45000000
0,0,N/A,0,"basundhara, Basundhara, Kathmandu",0,4,0,0,12,Soil Stabilized,1,1369,23500000
7,2,N/A,0,"Naradevi kathmandu, Basantapur, Kathmandu",2,5,,,0,Gravelled,1,2075.75,16000000
0,0,N/A,0,"lolang hariyali basti, Tarkeshwor, Kathmandu",0,3,0,0,10,Gravelled,2,1026.75,17000000
2,1,1.5,2,"nearby Panityanki, Tikathali, Lalitpur",0,2,3,0,13,Gravelled,2,941.18,11000000
0,0,N/A,0,"Imadol, Imadol, Lalitpur",0,3,0,0,13,Soil Stabilized,1,1026.75,16200000
0,0,3,0,"Kripa Marg, Ranibari, Kathmandu",3,5,,,12,Soil Stabilized,0.25,2258,36000000
0,0,N/A,0,"Harisiddhi, Harisiddhi, Lalitpur",0,5,3,0,20,Soil Stabilized,2,1967.93,28000000
0,0,N/A,0,"Kharibot Chowk Bus Stop, Kapan, Kathmandu",3,,,,10,Blacktopped,2,546.75,15000000
0,0,N/A,0,"Tikathali, Tikathali, Lalitpur",0,2,3,1,13,Soil Stabilized,1,962.57,18100000
0,0,N/A,0,"Kalanki, Kalanki, Kathmandu",0,4,2,0,16,Soil Stabilized,0.666666667,1540.12,28500000
0,0,N/A,0,"Sitapaila, Sitapaila, Kathmandu",0,3,0,0,0,Soil Stabilized,0.916666667,1026.75,15000000
4,3,3,1,"Rudreshwor Chowk, Budhanilkantha, Kathmandu, Rudreshwor Chowk, Budhanilkantha, Kathmandu",0,4,0,0,14,Gravelled,0.5,1369,35000000
5,3,3,1,"Na, Swayambhu, Kathmandu",3,1,,,13,Soil Stabilized,2,889,20600000
0,0,N/A,0,"Sunwal-7, Butwal, Butwal",0,10,0,0,0,Soil Stabilized,1,3422.5,5500000
4,3,3,0,"Dhapasi, Dhapasi, Kathmandu",3,1,,,13,Blacktopped,2,889,17000000
0,0,N/A,0,"Kadaghari, Kadaghari, Kathmandu",0,4,0,0,13,Soil Stabilized,0.666666667,1369,23500000
6,2,3,2,"Chaukot, Panauti, Kavre",0,8,0,0,20,Gravelled,0.666666667,2738,30000000
4,0,N/A,0,"Satungal, Satungal, Kathmandu",4,,,,15,Soil Stabilized,2,729,9500000
4,3,2.5,1,"Sanagaun Height, Imadol, Lalitpur",0,4,0,0,20,Gravelled,2,1369,21500000
0,0,N/A,0,"Tikathali, Tikathali, Lalitpur",0,4,2,0,10,Soil Stabilized,0.666666667,1540.12,23000000
6,3,3,3,"Samakhusi kharibot, Samakhusi, Kathmandu",4,,,,13,Blacktopped,2,729,27500000
6,3,2.5,5,"chamati, Chamati, Kathmandu",0,3,2,0,20,Blacktopped,1,1197.87,34000000
6,5,3,2,"NA, Bansbari, Kathmandu",8,,,,16,Gravelled,1,1458,45000000
5,6,3,4,"Na, Budhanilkantha, Kathmandu",19,,,,20,Gravelled,2,3462.75,55000000
7,3,3,0,"Raniban, Raniban, Kathmandu",6,,,,14,Soil Stabilized,2,1093.5,33500000
0,0,N/A,0,"Nearby, Phusre, Dharan, Dharan",10,,,,15,Blacktopped,2,1822.5,10000000
0,0,2,0,"Syuchatar, Syuchatar, Kathmandu",0,3,0,1,14,Blacktopped,2,1048.14,16500000
0,0,N/A,0,"Machha Pokhari, Balaju, Kathmandu",0,8,0,0,13,Blacktopped,2,2738,38000000
2,1,1,1,"Imadol,Anasari chowk, Imadol, Lalitpur",0,3,0,,15,Gravelled,1,1026.75,12500000
6,3,3,3,"Duwakot-NEC, Duwakot, Bhaktapur",4,,,,10,Gravelled,1,729,14500000
6,0,N/A,1,"Banasthali, Banasthali, Kathmandu",4,,,,16,Gravelled,2,729,25000000
0,0,2,0,"House, Narayangadh, Bharatpur",10,,,,0,Blacktopped,0.75,1822.5,15500000
2,3,3,1,"Sikhar Tole, Bhadrakali Petrol Pump, Imadol, Lalitpur, Nepal, Imadol, Lalitpur",0,3,3,3,13,Gravelled,0.166666667,1347.6,27000000
0,0,N/A,0,"Hattigauda, Hattigauda, Kathmandu",7,,,,15,Gravelled,2,1275.75,35000000
10,0,N/A,0,"Golfutar, Golfutar, Kathmandu",0,3,2,0,14,Paved,1,1197.87,21500000
0,0,N/A,0,"Mandikatar, Mandikatar, Kathmandu",0,5,2,2,16,Soil Stabilized,1,1925.15,31000000
0,0,N/A,0,"Mhepi, Mhepi, Kathmandu",0,5,0,2,13,Blacktopped,2,1754.03,37000000
0,0,N/A,0,"Radhakrishna Mandir, Kapan, Kathmandu",0,4,0,0,0,Soil Stabilized,1,1369,29000000
0,4,N/A,4,"Bhrikutichowk, Kathmandu Nepal, Boudha, Kathmandu",0,3,0,0,12,Gravelled,2,1026.75,22500000
6,6,2.5,1,"Suncity Apartment, Pepsicola, Kathmandu",0,3,1,0,13,Blacktopped,1,1112.31,21500000
5,4,2.5,2,"Nearby Green Hill City, Imadol, Lalitpur",0,3,0,0,12,Gravelled,1,1026.75,21000000
6,5,3,2,"New Colony, Ganesh Chowk, Budhanilkantha, Kathmandu, Budhanilkantha, Kathmandu",0,4,0,0,13,Gravelled,0.666666667,1369,33500000
0,0,N/A,0,"Kalanki Chowk, Kalanki, Kathmandu",0,3,2,2,22,Soil Stabilized,0.166666667,1240.65,50000000
5,5,2,4,"Naya Naikap, Naikap, Kathmandu",0,2,3,0,13,Blacktopped,1,941.18,17000000
0,0,N/A,0,"Makalbari, Kathmandu, Makalbari, Kathmandu",0,3,0,0,0,Soil Stabilized,0.916666667,1026.75,9500000
2,1,1,1,"Sychataar, Tarakeshwar, Kathmandu",0,4,0,0,13,Blacktopped,2,1369,11500000
5,6,3,5,"Prakritik Chowk, Banasthali, Kathmandu",0,5,3,0,20,Blacktopped,2,1967.93,39500000
5,5,3,1,"Na, Budhanilkantha, Kathmandu",6,,,,13,Blacktopped,2,1093.5,36000000
0,0,N/A,0,"Kalanki, Kalanki, Kathmandu",0,4,0,0,0,Soil Stabilized,1,1369,22000000
6,5,2,1,"Nearby Bhatbhateni, Naxal, Kathmandu",0,12,0,0,12,Blacktopped,2,4107,65000000
6,4,3.5,4,"Aakash Dhara, Kapan, Kathmandu",0,4,2,0,20,Gravelled,1,1540.12,42000000
7,6,3,1,"Na, Mandikatar, Kathmandu",4,,,,13,Gravelled,2,729,27600000
2,2,1,0,"Durga chowk Bargachi, Ganga Tole, Biratnagar",11,,,,14,Gravelled,0.5,2004.75,10500000
2,4,3,3,"Neuro Hospital, Basbari, Kathmandu",5,,,,13,Gravelled,2,911.25,28000000
0,0,2,0,"Budanilkantha, Budhanilkantha, Kathmandu",0,6,0,0,20,Gravelled,1,2053.5,28000000
6,4,N/A,2,"n, Hattigauda, Kathmandu",7,,,,13,Paved,1,1275.75,34000000
2,1,1,1,"Makalbari, Makalbari, Kathmandu",3,2,,,12,Gravelled,2,1231.25,10500000
4,4,3,1,"Na, Samakhusi, Kathmandu",3,,,,13,Blacktopped,1,546.75,34500000
0,0,N/A,0,"Tikathali, Tikathali, Lalitpur",0,3,3,0,0,Soil Stabilized,0.916666667,1283.43,14500000
